
CodeIgniter v4.7.4 Command Line Tool - Server Time: 2026-08-24 20:29:30 UTC+07:00

+--------+----------------------------------------------------+------+----------------------------------------------------------------+-------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------+
| Method | Route                                              | Name | Handler                                                        | Before Filters                                                                            | After Filters                                                                        |
| auto   | barangHabisPakai/simpanBarang[/...]                |      | \App\Controllers\BarangHabisPakai::simpanBarang                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | barangHabisPakai/updateBarang[/...]                |      | \App\Controllers\BarangHabisPakai::updateBarang                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | barangHabisPakai/hapusBarang[/...]                 |      | \App\Controllers\BarangHabisPakai::hapusBarang                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | barangHabisPakai/terimaBarangVendor[/...]          |      | \App\Controllers\BarangHabisPakai::terimaBarangVendor          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | barangHabisPakai/simpanPermintaan[/...]            |      | \App\Controllers\BarangHabisPakai::simpanPermintaan            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | barangHabisPakai/setujui[/...]                     |      | \App\Controllers\BarangHabisPakai::setujui                     | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | barangHabisPakai/tolak[/...]                       |      | \App\Controllers\BarangHabisPakai::tolak                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | barangkeluar/data[/...]                            |      | \App\Controllers\Barangkeluar::data                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/listData[/...]                        |      | \App\Controllers\Barangkeluar::listData                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/listDataPengiriman[/...]              |      | \App\Controllers\Barangkeluar::listDataPengiriman              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/cetakDo[/...]                         |      | \App\Controllers\Barangkeluar::cetakDo                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/detailDo[/...]                        |      | \App\Controllers\Barangkeluar::detailDo                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/input[/...]                           |      | \App\Controllers\Barangkeluar::input                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/tampilDataTemp[/...]                  |      | \App\Controllers\Barangkeluar::tampilDataTemp                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/tampilDataTempKeluar[/...]            |      | \App\Controllers\Barangkeluar::tampilDataTempKeluar            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/listDataPo[/...]                      |      | \App\Controllers\Barangkeluar::listDataPo                      | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/ambilDataBarang[/...]                 |      | \App\Controllers\Barangkeluar::ambilDataBarang                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/simpanItem[/...]                      |      | \App\Controllers\Barangkeluar::simpanItem                      | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/hapusItem[/...]                       |      | \App\Controllers\Barangkeluar::hapusItem                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/modalCariBarang[/...]                 |      | \App\Controllers\Barangkeluar::modalCariBarang                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/modalData[/...]                       |      | \App\Controllers\Barangkeluar::modalData                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/selesaiTransaksi[/...]                |      | \App\Controllers\Barangkeluar::selesaiTransaksi                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/hapusTransaksi[/...]                  |      | \App\Controllers\Barangkeluar::hapusTransaksi                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/hapusPengirimanLangsung[/...]         |      | \App\Controllers\Barangkeluar::hapusPengirimanLangsung         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/hapusSuratJalanLangsung[/...]         |      | \App\Controllers\Barangkeluar::hapusSuratJalanLangsung         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/edit[/...]                            |      | \App\Controllers\Barangkeluar::edit                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/ubahNoSuratJalan[/...]                |      | \App\Controllers\Barangkeluar::ubahNoSuratJalan                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/ambilTotalBerat[/...]                 |      | \App\Controllers\Barangkeluar::ambilTotalBerat                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/tampilDataDetail[/...]                |      | \App\Controllers\Barangkeluar::tampilDataDetail                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/hapusItemDetail[/...]                 |      | \App\Controllers\Barangkeluar::hapusItemDetail                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/editItem[/...]                        |      | \App\Controllers\Barangkeluar::editItem                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/simpanItemDetail[/...]                |      | \App\Controllers\Barangkeluar::simpanItemDetail                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/dokumenPengiriman[/...]               |      | \App\Controllers\Barangkeluar::dokumenPengiriman               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/simpanDokumenPengiriman[/...]         |      | \App\Controllers\Barangkeluar::simpanDokumenPengiriman         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/hapusDokumenPengiriman[/...]          |      | \App\Controllers\Barangkeluar::hapusDokumenPengiriman          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangkeluar/fileBtb[/...]                         |      | \App\Controllers\Barangkeluar::fileBtb                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | barangmasuk/__construct[/...]                      |      | \App\Controllers\Barangmasuk::__construct                      | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/data[/...]                             |      | \App\Controllers\Barangmasuk::data                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/listData[/...]                         |      | \App\Controllers\Barangmasuk::listData                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/input[/...]                            |      | \App\Controllers\Barangmasuk::input                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/tampilDataTemp[/...]                   |      | \App\Controllers\Barangmasuk::tampilDataTemp                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/ambilDataBarang[/...]                  |      | \App\Controllers\Barangmasuk::ambilDataBarang                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/listDataBarang[/...]                   |      | \App\Controllers\Barangmasuk::listDataBarang                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/simpanItem[/...]                       |      | \App\Controllers\Barangmasuk::simpanItem                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/hapusItem[/...]                        |      | \App\Controllers\Barangmasuk::hapusItem                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/modalCariBarang[/...]                  |      | \App\Controllers\Barangmasuk::modalCariBarang                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/pilihanPoKeluarAktif[/...]             |      | \App\Controllers\Barangmasuk::pilihanPoKeluarAktif             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/itemPoKeluar[/...]                     |      | \App\Controllers\Barangmasuk::itemPoKeluar                     | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/selesaiTransaksi[/...]                 |      | \App\Controllers\Barangmasuk::selesaiTransaksi                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/hapusTransaksi[/...]                   |      | \App\Controllers\Barangmasuk::hapusTransaksi                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/edit[/...]                             |      | \App\Controllers\Barangmasuk::edit                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/ambilTotalBerat[/...]                  |      | \App\Controllers\Barangmasuk::ambilTotalBerat                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/tampilDataDetail[/...]                 |      | \App\Controllers\Barangmasuk::tampilDataDetail                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/hapusItemDetail[/...]                  |      | \App\Controllers\Barangmasuk::hapusItemDetail                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/editItem[/...]                         |      | \App\Controllers\Barangmasuk::editItem                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | barangmasuk/simpanItemDetail[/...]                 |      | \App\Controllers\Barangmasuk::simpanItemDetail                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | berat/__construct[/...]                            |      | \App\Controllers\Berat::__construct                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | berat                                              |      | \App\Controllers\Berat::index                                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | berat/index[/...]                                  |      | \App\Controllers\Berat::index                                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | berat/listData[/...]                               |      | \App\Controllers\Berat::listData                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | berat/tambah[/...]                                 |      | \App\Controllers\Berat::tambah                                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | berat/simpandata[/...]                             |      | \App\Controllers\Berat::simpandata                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | berat/edit[/...]                                   |      | \App\Controllers\Berat::edit                                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | berat/updatedata[/...]                             |      | \App\Controllers\Berat::updatedata                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | berat/hapus[/...]                                  |      | \App\Controllers\Berat::hapus                                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | cron/arsipLogMingguan[/...]                        |      | \App\Controllers\Cron::arsipLogMingguan                        | featureMaintenance csrf                                                                   | csrfTokenResponse activityLogger                                                     |
| auto   | dashboard/data[/...]                               |      | \App\Controllers\Dashboard::data                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | dashboard/getChartData[/...]                       |      | \App\Controllers\Dashboard::getChartData                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | dashboard/getChartDataPo[/...]                     |      | \App\Controllers\Dashboard::getChartDataPo                     | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | dashboard/getChartDataPo5[/...]                    |      | \App\Controllers\Dashboard::getChartDataPo5                    | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | gudang/__construct[/...]                           |      | \App\Controllers\Gudang::__construct                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | gudang                                             |      | \App\Controllers\Gudang::index                                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | gudang/index[/...]                                 |      | \App\Controllers\Gudang::index                                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | gudang/listData[/...]                              |      | \App\Controllers\Gudang::listData                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | gudang/formtambah[/...]                            |      | \App\Controllers\Gudang::formtambah                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | gudang/simpandata[/...]                            |      | \App\Controllers\Gudang::simpandata                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | gudang/formedit[/...]                              |      | \App\Controllers\Gudang::formedit                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | gudang/updatedata[/...]                            |      | \App\Controllers\Gudang::updatedata                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | gudang/hapus[/...]                                 |      | \App\Controllers\Gudang::hapus                                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | /                                                  |      | \App\Controllers\Home::index                                   | featureMaintenance csrf                                                                   | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | home                                               |      | \App\Controllers\Home::index                                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | home/index[/...]                                   |      | \App\Controllers\Home::index                                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | invoiceHub/__construct[/...]                       |      | \App\Controllers\InvoiceHub::__construct                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceHub                                         |      | \App\Controllers\InvoiceHub::index                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceHub/index[/...]                             |      | \App\Controllers\InvoiceHub::index                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceHub/reporting[/...]                         |      | \App\Controllers\InvoiceHub::reporting                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceHub/reportingMargin[/...]                   |      | \App\Controllers\InvoiceHub::reportingMargin                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceHub/reportingPiutang[/...]                  |      | \App\Controllers\InvoiceHub::reportingPiutang                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceHub/reportingHutang[/...]                   |      | \App\Controllers\InvoiceHub::reportingHutang                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceHub/reportingCashflow[/...]                 |      | \App\Controllers\InvoiceHub::reportingCashflow                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceHub/reportingOmzetSuratJalan[/...]          |      | \App\Controllers\InvoiceHub::reportingOmzetSuratJalan          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/__construct[/...]                        |      | \App\Controllers\InvoiceIn::__construct                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/data[/...]                               |      | \App\Controllers\InvoiceIn::data                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/create[/...]                             |      | \App\Controllers\InvoiceIn::create                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/save[/...]                               |      | \App\Controllers\InvoiceIn::save                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/detail[/...]                             |      | \App\Controllers\InvoiceIn::detail                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/uploadFileInvoice[/...]                  |      | \App\Controllers\InvoiceIn::uploadFileInvoice                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/simpanFileInvoice[/...]                  |      | \App\Controllers\InvoiceIn::simpanFileInvoice                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/hapusFileInvoice[/...]                   |      | \App\Controllers\InvoiceIn::hapusFileInvoice                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/uploadBuktiTransfer[/...]                |      | \App\Controllers\InvoiceIn::uploadBuktiTransfer                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/simpanBuktiTransfer[/...]                |      | \App\Controllers\InvoiceIn::simpanBuktiTransfer                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/file[/...]                               |      | \App\Controllers\InvoiceIn::file                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/buktiTransfer[/...]                      |      | \App\Controllers\InvoiceIn::buktiTransfer                      | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/cancel[/...]                             |      | \App\Controllers\InvoiceIn::cancel                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceIn/hapus[/...]                              |      | \App\Controllers\InvoiceIn::hapus                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/__construct[/...]                       |      | \App\Controllers\InvoiceOut::__construct                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/data[/...]                              |      | \App\Controllers\InvoiceOut::data                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/create[/...]                            |      | \App\Controllers\InvoiceOut::create                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/save[/...]                              |      | \App\Controllers\InvoiceOut::save                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/detail[/...]                            |      | \App\Controllers\InvoiceOut::detail                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/cetak[/...]                             |      | \App\Controllers\InvoiceOut::cetak                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/cetakExcel[/...]                        |      | \App\Controllers\InvoiceOut::cetakExcel                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/cancel[/...]                            |      | \App\Controllers\InvoiceOut::cancel                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/hapus[/...]                             |      | \App\Controllers\InvoiceOut::hapus                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/tandaiLunas[/...]                       |      | \App\Controllers\InvoiceOut::tandaiLunas                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/pembayaran[/...]                        |      | \App\Controllers\InvoiceOut::pembayaran                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | invoiceOut/simpanPembayaran[/...]                  |      | \App\Controllers\InvoiceOut::simpanPembayaran                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | jasa/pemakaian[/...]                               |      | \App\Controllers\Jasa::pemakaian                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | jasa/formtambah[/...]                              |      | \App\Controllers\Jasa::formtambah                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | jasa/simpan[/...]                                  |      | \App\Controllers\Jasa::simpan                                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
