
CodeIgniter v4.7.4 Command Line Tool - Server Time: 2026-08-24 20:29:30 UTC+07:00

+--------+----------------------------------------------------+------+----------------------------------------------------------------+-------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------+
| Method | Route                                              | Name | Handler                                                        | Before Filters                                                                            | After Filters                                                                        |
| auto   | logAktivitas/listArchive[/...]                     |      | \App\Controllers\LogAktivitas::listArchive                     | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | logAktivitas/downloadArchive[/...]                 |      | \App\Controllers\LogAktivitas::downloadArchive                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | login/__construct[/...]                            |      | \App\Controllers\Login::__construct                            | featureMaintenance csrf                                                                   | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | login                                              |      | \App\Controllers\Login::index                                  | featureMaintenance csrf                                                                   | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | login/index[/...]                                  |      | \App\Controllers\Login::index                                  | featureMaintenance csrf                                                                   | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | login/cekUser[/...]                                |      | \App\Controllers\Login::cekUser                                | featureMaintenance csrf                                                                   | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | login/keluar[/...]                                 |      | \App\Controllers\Login::keluar                                 | featureMaintenance csrf                                                                   | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | main/resetOpcache[/...]                            |      | \App\Controllers\Main::resetOpcache                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | main/pingtool[/...]                                |      | \App\Controllers\Main::pingtool                                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | main/databuild[/...]                               |      | \App\Controllers\Main::databuild                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | main                                               |      | \App\Controllers\Main::index                                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | main/index[/...]                                   |      | \App\Controllers\Main::index                                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | main/getChartData[/...]                            |      | \App\Controllers\Main::getChartData                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | main/getChartDataPo1[/...]                         |      | \App\Controllers\Main::getChartDataPo1                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | main/getChartDataPo[/...]                          |      | \App\Controllers\Main::getChartDataPo                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | main/resetCache                                    |      | \App\Controllers\Main\ResetCache::index                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | main/resetCache/index[/...]                        |      | \App\Controllers\Main\ResetCache::index                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | maintenance                                        |      | \App\Controllers\Maintenance::index                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | maintenance/index[/...]                            |      | \App\Controllers\Maintenance::index                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | maintenance/toggle[/...]                           |      | \App\Controllers\Maintenance::toggle                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | material/__construct[/...]                         |      | \App\Controllers\Material::__construct                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/pemakaian[/...]                           |      | \App\Controllers\Material::pemakaian                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material                                           |      | \App\Controllers\Material::index                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | material/index[/...]                               |      | \App\Controllers\Material::index                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/cekdata[/...]                             |      | \App\Controllers\Material::cekdata                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/listData[/...]                            |      | \App\Controllers\Material::listData                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/tambah[/...]                              |      | \App\Controllers\Material::tambah                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/simpandata[/...]                          |      | \App\Controllers\Material::simpandata                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/edit[/...]                                |      | \App\Controllers\Material::edit                                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/updatedata[/...]                          |      | \App\Controllers\Material::updatedata                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/deletedata[/...]                          |      | \App\Controllers\Material::deletedata                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/labelSupplier[/...]                       |      | \App\Controllers\Material::labelSupplier                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/simpanLabelSupplier[/...]                 |      | \App\Controllers\Material::simpanLabelSupplier                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/hapusLabelSupplier[/...]                  |      | \App\Controllers\Material::hapusLabelSupplier                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | material/hapus[/...]                               |      | \App\Controllers\Material::hapus                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialTerbuang/__construct[/...]                 |      | \App\Controllers\MaterialTerbuang::__construct                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialTerbuang                                   |      | \App\Controllers\MaterialTerbuang::index                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | materialTerbuang/index[/...]                       |      | \App\Controllers\MaterialTerbuang::index                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialTerbuang/data[/...]                        |      | \App\Controllers\MaterialTerbuang::data                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/cekNoDo[/...]                       |      | \App\Controllers\Materialkeluar::cekNoDo                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/data[/...]                          |      | \App\Controllers\Materialkeluar::data                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/listData[/...]                      |      | \App\Controllers\Materialkeluar::listData                      | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/input[/...]                         |      | \App\Controllers\Materialkeluar::input                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/tampilDataTemp[/...]                |      | \App\Controllers\Materialkeluar::tampilDataTemp                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/ambilDataMaterial[/...]             |      | \App\Controllers\Materialkeluar::ambilDataMaterial             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/simpanItem[/...]                    |      | \App\Controllers\Materialkeluar::simpanItem                    | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/hapusItem[/...]                     |      | \App\Controllers\Materialkeluar::hapusItem                     | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/modalCariMaterial[/...]             |      | \App\Controllers\Materialkeluar::modalCariMaterial             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/listDataMaterial[/...]              |      | \App\Controllers\Materialkeluar::listDataMaterial              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/selesaiTransaksi[/...]              |      | \App\Controllers\Materialkeluar::selesaiTransaksi              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/hapusTransaksi[/...]                |      | \App\Controllers\Materialkeluar::hapusTransaksi                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/edit[/...]                          |      | \App\Controllers\Materialkeluar::edit                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/ambilTotalBerat[/...]               |      | \App\Controllers\Materialkeluar::ambilTotalBerat               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/tampilDataDetail[/...]              |      | \App\Controllers\Materialkeluar::tampilDataDetail              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/hapusItemDetail[/...]               |      | \App\Controllers\Materialkeluar::hapusItemDetail               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/editItem[/...]                      |      | \App\Controllers\Materialkeluar::editItem                      | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialkeluar/simpanItemDetail[/...]              |      | \App\Controllers\Materialkeluar::simpanItemDetail              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/cekNoDo[/...]                        |      | \App\Controllers\Materialmasuk::cekNoDo                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/cekNoInvoice[/...]                   |      | \App\Controllers\Materialmasuk::cekNoInvoice                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/data[/...]                           |      | \App\Controllers\Materialmasuk::data                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/listData[/...]                       |      | \App\Controllers\Materialmasuk::listData                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/input[/...]                          |      | \App\Controllers\Materialmasuk::input                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/tampilDataTemp[/...]                 |      | \App\Controllers\Materialmasuk::tampilDataTemp                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/ambilDataMaterial[/...]              |      | \App\Controllers\Materialmasuk::ambilDataMaterial              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/listDataMaterial[/...]               |      | \App\Controllers\Materialmasuk::listDataMaterial               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/simpanItem[/...]                     |      | \App\Controllers\Materialmasuk::simpanItem                     | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/hapusItem[/...]                      |      | \App\Controllers\Materialmasuk::hapusItem                      | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/itemPoKeluar[/...]                   |      | \App\Controllers\Materialmasuk::itemPoKeluar                   | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/modalCariMaterial[/...]              |      | \App\Controllers\Materialmasuk::modalCariMaterial              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/modalMaterialMasuk[/...]             |      | \App\Controllers\Materialmasuk::modalMaterialMasuk             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/selesaiTransaksi[/...]               |      | \App\Controllers\Materialmasuk::selesaiTransaksi               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/simpanPembayaran[/...]               |      | \App\Controllers\Materialmasuk::simpanPembayaran               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/hapusTransaksi[/...]                 |      | \App\Controllers\Materialmasuk::hapusTransaksi                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/edit[/...]                           |      | \App\Controllers\Materialmasuk::edit                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/updateInvoice[/...]                  |      | \App\Controllers\Materialmasuk::updateInvoice                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/ambilTotalBerat[/...]                |      | \App\Controllers\Materialmasuk::ambilTotalBerat                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/tampilDataDetail[/...]               |      | \App\Controllers\Materialmasuk::tampilDataDetail               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/hapusItemDetail[/...]                |      | \App\Controllers\Materialmasuk::hapusItemDetail                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/editItem[/...]                       |      | \App\Controllers\Materialmasuk::editItem                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | materialmasuk/simpanItemDetail[/...]               |      | \App\Controllers\Materialmasuk::simpanItemDetail               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| auto   | ngdata/__construct[/...]                           |      | \App\Controllers\Ngdata::__construct                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | ngdata/data[/...]                                  |      | \App\Controllers\Ngdata::data                                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | ngdata/listData[/...]                              |      | \App\Controllers\Ngdata::listData                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | ngdata/cetak_raw_produk[/...]                      |      | \App\Controllers\Ngdata::cetak_raw_produk                      | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | ngdata/cetak_raw_produk_periode[/...]              |      | \App\Controllers\Ngdata::cetak_raw_produk_periode              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | outstand/__construct[/...]                         |      | \App\Controllers\Outstand::__construct                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | outstand/data[/...]                                |      | \App\Controllers\Outstand::data                                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | outstand/listData[/...]                            |      | \App\Controllers\Outstand::listData                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | outstand/cetak[/...]                               |      | \App\Controllers\Outstand::cetak                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | outstand/countTotal[/...]                          |      | \App\Controllers\Outstand::countTotal                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | packaging/__construct[/...]                        |      | \App\Controllers\Packaging::__construct                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | packaging                                          |      | \App\Controllers\Packaging::index                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | packaging/index[/...]                              |      | \App\Controllers\Packaging::index                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | packaging/cekdata[/...]                            |      | \App\Controllers\Packaging::cekdata                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | packaging/listData[/...]                           |      | \App\Controllers\Packaging::listData                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | packaging/tambah[/...]                             |      | \App\Controllers\Packaging::tambah                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | packaging/simpandata[/...]                         |      | \App\Controllers\Packaging::simpandata                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | packaging/edit[/...]                               |      | \App\Controllers\Packaging::edit                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | packaging/updatedata[/...]                         |      | \App\Controllers\Packaging::updatedata                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | packaging/hapus[/...]                              |      | \App\Controllers\Packaging::hapus                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | panduan                                            |      | \App\Controllers\Panduan::index                                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | panduan/index[/...]                                |      | \App\Controllers\Panduan::index                                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | pelanggan/__construct[/...]                        |      | \App\Controllers\Pelanggan::__construct                        | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | pelanggan/pemakaian[/...]                          |      | \App\Controllers\Pelanggan::pemakaian                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | pelanggan                                          |      | \App\Controllers\Pelanggan::index                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | pelanggan/index[/...]                              |      | \App\Controllers\Pelanggan::index                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | pelanggan/formtambah[/...]                         |      | \App\Controllers\Pelanggan::formtambah                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | pelanggan/listData[/...]                           |      | \App\Controllers\Pelanggan::listData                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | pelanggan/listDataView[/...]                       |      | \App\Controllers\Pelanggan::listDataView                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | pelanggan/simpan[/...]                             |      | \App\Controllers\Pelanggan::simpan                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | pelanggan/modalData[/...]                          |      | \App\Controllers\Pelanggan::modalData                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | pelanggan/update[/...]                             |      | \App\Controllers\Pelanggan::update                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | pelanggan/hapus[/...]                              |      | \App\Controllers\Pelanggan::hapus                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | permintaanBarang/cetak[/...]                       |      | \App\Controllers\PermintaanBarang::cetak                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/input[/...]                       |      | \App\Controllers\PermintaanBarang::input                       | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/modalCariBarang[/...]             |      | \App\Controllers\PermintaanBarang::modalCariBarang             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/modalCariMaterial[/...]           |      | \App\Controllers\PermintaanBarang::modalCariMaterial           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/listDataMaterial[/...]            |      | \App\Controllers\PermintaanBarang::listDataMaterial            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/ambilDataBarang[/...]             |      | \App\Controllers\PermintaanBarang::ambilDataBarang             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/ambilDataMaterial[/...]           |      | \App\Controllers\PermintaanBarang::ambilDataMaterial           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/listDataBarang[/...]              |      | \App\Controllers\PermintaanBarang::listDataBarang              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/simpanItem[/...]                  |      | \App\Controllers\PermintaanBarang::simpanItem                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/tampilDataTemp[/...]              |      | \App\Controllers\PermintaanBarang::tampilDataTemp              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| auto   | permintaanBarang/selesaiTransaksi[/...]            |      | \App\Controllers\PermintaanBarang::selesaiTransaksi            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
